,device_tag,mac_address,timestamps,quaternions_0,quaternions_1,quaternions_2,quaternions_3,accelerations_0,accelerations_1,accelerations_2
152,Movella DOT,D4:22:CD:07:A7:43,2533384,0.6207808256149292,-0.003490218659862876,0.004682604689151049,0.7839623689651489,-0.13108950853347778,0.005440878681838512,10.170365333557129
153,Movella DOT,D4:22:CD:07:A7:43,2550051,0.6207795739173889,-0.00348048098385334,0.004684040788561106,0.7839633226394653,-0.12613306939601898,0.008677253499627113,10.159059524536133
153,Movella DOT,D4:22:CD:07:AA:FB,2550051,0.22014132142066956,0.011480090208351612,0.005159357562661171,0.9753867387771606,0.18142494559288025,0.1467919498682022,9.673042297363281
154,Movella DOT,D4:22:CD:07:AA:FB,2566718,0.22013863921165466,0.011478303000330925,0.005163788329809904,0.9753873944282532,0.18933165073394775,0.16203626990318298,9.70413589477539
154,Movella DOT,D4:22:CD:07:A7:43,2566718,0.6207700967788696,-0.0034997351467609406,0.004674043972045183,0.7839710116386414,-0.12497101724147797,-0.0015771841863170266,10.223382949829102
155,Movella DOT,D4:22:CD:07:A7:43,2583385,0.6207693219184875,-0.003495900658890605,0.004683881066739559,0.7839716672897339,-0.12688733637332916,0.03825726360082626,10.186384201049805
155,Movella DOT,D4:22:CD:07:AA:FB,2583385,0.22013452649116516,0.011473560705780983,0.005162957590073347,0.9753884077072144,0.2096506506204605,0.16612903773784637,9.668644905090332
156,Movella DOT,D4:22:CD:07:AA:FB,2600052,0.22013843059539795,0.011464599519968033,0.005162808112800121,0.9753876328468323,0.21796922385692596,0.14980411529541016,9.688024520874023
156,Movella DOT,D4:22:CD:07:A7:43,2600052,0.6207775473594666,-0.003500229911878705,0.004671835340559483,0.7839651107788086,-0.11201103031635284,0.0314786434173584,10.196372985839844
157,Movella DOT,D4:22:CD:07:A7:43,2616719,0.6207760572433472,-0.0034880603197962046,0.004692281596362591,0.7839661836624146,-0.10815511643886566,0.015923012048006058,10.187209129333496
157,Movella DOT,D4:22:CD:07:AA:FB,2616719,0.22014769911766052,0.01146574504673481,0.005160895641893148,0.9753855466842651,0.20568904280662537,0.13330596685409546,9.701834678649902
158,Movella DOT,D4:22:CD:07:AA:FB,2633386,0.2201431393623352,0.01146314013749361,0.005151973571628332,0.9753866195678711,0.19706159830093384,0.1225459948182106,9.686914443969727
158,Movella DOT,D4:22:CD:07:A7:43,2633386,0.6212918162345886,-0.0034892959520220757,0.004689725115895271,0.7835575342178345,-0.10931938141584396,0.025998655706644058,10.179550170898438
159,Movella DOT,D4:22:CD:07:A7:43,2650053,0.6214414834976196,-0.00347564066760242,0.0046883877366781235,0.7834389805793762,-0.09384243190288544,0.025330837815999985,10.204324722290039
159,Movella DOT,D4:22:CD:07:AA:FB,2650053,0.22013138234615326,0.011467412114143372,0.005143166985362768,0.975389301776886,0.21063415706157684,0.12854814529418945,9.679346084594727
160,Movella DOT,D4:22:CD:07:AA:FB,2666720,0.2201327532529831,0.011466198600828648,0.0051521253772079945,0.9753889441490173,0.19415870308876038,0.1556193083524704,9.706092834472656
160,Movella DOT,D4:22:CD:07:A7:43,2666720,0.6215757727622986,-0.0034771254286170006,0.00467859348282218,0.783332347869873,-0.1127731204032898,0.036177199333906174,10.211601257324219
161,Movella DOT,D4:22:CD:07:AA:FB,2683387,0.22006836533546448,0.011463094502687454,0.005158852785825729,0.9754034876823425,0.2002524435520172,0.14721564948558807,9.670478820800781
161,Movella DOT,D4:22:CD:07:A7:43,2683387,0.6216289401054382,-0.0034829583019018173,0.004673512652516365,0.7832902073860168,-0.12219912558794022,0.016103267669677734,10.169062614440918
162,Movella DOT,D4:22:CD:07:AA:FB,2700054,0.2200687676668167,0.011463414877653122,0.005159028340131044,0.975403368473053,0.1919502168893814,0.14258891344070435,9.681384086608887
162,Movella DOT,D4:22:CD:07:A7:43,2700054,0.6216713190078735,-0.0034803010057657957,0.004674533382058144,0.7832565903663635,-0.1286405771970749,0.012880062684416771,10.213801383972168
163,Movella DOT,D4:22:CD:07:A7:43,2716721,0.6216803789138794,-0.0034694166388362646,0.004685672465711832,0.7832493782043457,-0.11356840282678604,0.012549493461847305,10.188043594360352
163,Movella DOT,D4:22:CD:07:AA:FB,2716721,0.22010944783687592,0.011469543911516666,0.005157743580639362,0.9753941297531128,0.1794760376214981,0.14895550906658173,9.69135570526123
164,Movella DOT,D4:22:CD:07:A7:43,2733388,0.6217373013496399,-0.0034740427508950233,0.004679497797042131,0.7832042574882507,-0.12324260920286179,0.0114181162789464,10.213441848754883
164,Movella DOT,D4:22:CD:07:AA:FB,2733388,0.22007282078266144,0.01147421170026064,0.00515876105055213,0.9754023551940918,0.2040146142244339,0.14379224181175232,9.68760871887207
165,Movella DOT,D4:22:CD:07:AA:FB,2750055,0.22004932165145874,0.01147988997399807,0.005151070654392242,0.9754076600074768,0.1742400825023651,0.1422542780637741,9.689630508422852
165,Movella DOT,D4:22:CD:07:A7:43,2750055,0.6217879056930542,-0.003483901731669903,0.004677688702940941,0.7831641435623169,-0.12585459649562836,0.021212058141827583,10.206122398376465
166,Movella DOT,D4:22:CD:07:A7:43,2766722,0.6218314170837402,-0.0034724841825664043,0.004678046330809593,0.7831295132637024,-0.11239100247621536,0.012365351431071758,10.19228458404541
166,Movella DOT,D4:22:CD:07:AA:FB,2766722,0.2200673669576645,0.011483710259199142,0.005151086021214724,0.9754035472869873,0.1847669631242752,0.1326535940170288,9.671919822692871
167,Movella DOT,D4:22:CD:07:AA:FB,2783389,0.22009950876235962,0.011488680727779865,0.005151320248842239,0.9753962159156799,0.19363808631896973,0.1382923573255539,9.671143531799316
167,Movella DOT,D4:22:CD:07:A7:43,2783389,0.6218476295471191,-0.0034698722884058952,0.00467858137562871,0.7831166982650757,-0.12441882491111755,0.019323233515024185,10.206318855285645
168,Movella DOT,D4:22:CD:07:A7:43,2800056,0.6218627095222473,-0.0034652480389922857,0.004662970080971718,0.7831048369407654,-0.11262740939855576,0.014497806318104267,10.196121215820312
168,Movella DOT,D4:22:CD:07:AA:FB,2800056,0.22013387084007263,0.011482564732432365,0.005162167362868786,0.9753884673118591,0.20676268637180328,0.14574505388736725,9.68519401550293
169,Movella DOT,D4:22:CD:07:AA:FB,2816723,0.22017288208007812,0.011481774039566517,0.005156743340194225,0.9753797054290771,0.20442211627960205,0.13858650624752045,9.683899879455566
169,Movella DOT,D4:22:CD:07:A7:43,2816723,0.6218839287757874,-0.0034678310621529818,0.0046696048229932785,0.7830880284309387,-0.09229680895805359,0.01564902998507023,10.196451187133789
170,Movella DOT,D4:22:CD:07:A7:43,2833390,0.621940553188324,-0.0034713170025497675,0.0046716672368347645,0.7830429077148438,-0.10755185782909393,0.029948914423584938,10.214517593383789
170,Movella DOT,D4:22:CD:07:AA:FB,2833390,0.22013109922409058,0.011487065814435482,0.005162338726222515,0.9753890037536621,0.2119617462158203,0.124226875603199,9.703143119812012
171,Movella DOT,D4:22:CD:07:AA:FB,2850057,0.22016434371471405,0.011493029072880745,0.005159882362931967,0.9753814935684204,0.18766044080257416,0.14999106526374817,9.676687240600586
171,Movella DOT,D4:22:CD:07:A7:43,2850057,0.6219695210456848,-0.003474133089184761,0.004670868162065744,0.7830198407173157,-0.11850016564130783,0.01029265858232975,10.201879501342773
172,Movella DOT,D4:22:CD:07:A7:43,2866724,0.6220035552978516,-0.0034645437262952328,0.004678175784647465,0.7829927802085876,-0.12679485976696014,0.004484089091420174,10.180425643920898
172,Movella DOT,D4:22:CD:07:AA:FB,2866724,0.22019246220588684,0.011499818414449692,0.005157811567187309,0.9753751158714294,0.18903957307338715,0.14633716642856598,9.703837394714355
173,Movella DOT,D4:22:CD:07:A7:43,2883391,0.6220408082008362,-0.0034675286151468754,0.0046743229031562805,0.7829631567001343,-0.12813648581504822,0.013339604251086712,10.205376625061035
173,Movella DOT,D4:22:CD:07:AA:FB,2883391,0.22019155323505402,0.01149095967411995,0.005158566404134035,0.9753753542900085,0.18475240468978882,0.1320640742778778,9.68016242980957
174,Movella DOT,D4:22:CD:07:A7:43,2900058,0.6220648288726807,-0.003471317933872342,0.004680606070905924,0.7829440236091614,-0.11749915033578873,0.02260475791990757,10.199466705322266
174,Movella DOT,D4:22:CD:07:AA:FB,2900058,0.2201879471540451,0.011490963399410248,0.005157848820090294,0.9753761887550354,0.19089367985725403,0.13938787579536438,9.690838813781738
175,Movella DOT,D4:22:CD:07:AA:FB,2916725,0.22017033398151398,0.011494610458612442,0.005157905165106058,0.9753801226615906,0.19683746993541718,0.14790020883083344,9.68478012084961
175,Movella DOT,D4:22:CD:07:A7:43,2916725,0.6220962405204773,-0.003474009456112981,0.00468015018850565,0.7829190492630005,-0.11439374089241028,0.024916402995586395,10.19414234161377
176,Movella DOT,D4:22:CD:07:A7:43,2933392,0.6221145987510681,-0.0034785151947289705,0.004685468506067991,0.7829043865203857,-0.12050599604845047,0.02569105103611946,10.209115982055664
176,Movella DOT,D4:22:CD:07:AA:FB,2933392,0.2201380431652069,0.011495784856379032,0.005168821197003126,0.9753873348236084,0.19730567932128906,0.1268339455127716,9.681391716003418
177,Movella DOT,D4:22:CD:07:AA:FB,2950059,0.2200879603624344,0.011491370387375355,0.005172412376850843,0.9753987193107605,0.20329654216766357,0.1487913280725479,9.682238578796387
177,Movella DOT,D4:22:CD:07:A7:43,2950059,0.6221396923065186,-0.003489110618829727,0.004675053991377354,0.7828844785690308,-0.10161145776510239,0.02672857604920864,10.184959411621094
178,Movella DOT,D4:22:CD:07:A7:43,2966726,0.6221702098846436,-0.003499405225738883,0.004678653087466955,0.7828601598739624,-0.11254537105560303,0.021749157458543777,10.199512481689453
178,Movella DOT,D4:22:CD:07:AA:FB,2966726,0.22004154324531555,0.011482943780720234,0.005170947406440973,0.9754092693328857,0.19231241941452026,0.14297156035900116,9.681356430053711
179,Movella DOT,D4:22:CD:07:AA:FB,2983393,0.22001466155052185,0.01147664524614811,0.005172770004719496,0.9754154086112976,0.1969287395477295,0.15268859267234802,9.673016548156738
179,Movella DOT,D4:22:CD:07:A7:43,2983393,0.6222084760665894,-0.0035065726842731237,0.004676788579672575,0.782829761505127,-0.11370173841714859,0.022322263568639755,10.185452461242676
180,Movella DOT,D4:22:CD:07:AA:FB,3000060,0.21999704837799072,0.011471356265246868,0.005167393945157528,0.9754195213317871,0.19111117720603943,0.13730506598949432,9.67741870880127
180,Movella DOT,D4:22:CD:07:A7:43,3000060,0.6222260594367981,-0.003511895192787051,0.0046819946728646755,0.7828157544136047,-0.10640580207109451,0.03240711987018585,10.196924209594727
181,Movella DOT,D4:22:CD:07:A7:43,3016727,0.6222540736198425,-0.0035124914720654488,0.004681161604821682,0.7827934622764587,-0.11238587647676468,0.019779996946454048,10.200933456420898
181,Movella DOT,D4:22:CD:07:AA:FB,3016727,0.21999572217464447,0.011466866359114647,0.005171561613678932,0.9754197597503662,0.1962321698665619,0.1397915780544281,9.676505088806152
182,Movella DOT,D4:22:CD:07:AA:FB,3033394,0.21997252106666565,0.011466018855571747,0.005167992785573006,0.9754250049591064,0.17906136810779572,0.14495593309402466,9.690508842468262
182,Movella DOT,D4:22:CD:07:A7:43,3033394,0.6222941279411316,-0.003513247473165393,0.004674894735217094,0.7827615737915039,-0.12084396183490753,0.01979699172079563,10.189101219177246
183,Movella DOT,D4:22:CD:07:A7:43,3050061,0.6223146915435791,-0.0035164589062333107,0.004683259874582291,0.7827451825141907,-0.12818868458271027,-0.0012514415429905057,10.182987213134766
183,Movella DOT,D4:22:CD:07:AA:FB,3050061,0.21994240581989288,0.011469193734228611,0.005163292400538921,0.9754317402839661,0.1686071753501892,0.14833633601665497,9.677656173706055
184,Movella DOT,D4:22:CD:07:AA:FB,3066728,0.219912588596344,0.011476903222501278,0.0051736608147621155,0.9754383563995361,0.1824464350938797,0.14620645344257355,9.678635597229004
184,Movella DOT,D4:22:CD:07:A7:43,3066728,0.6223224997520447,-0.0035185047890990973,0.004686880856752396,0.7827391028404236,-0.12931664288043976,0.004897314123809338,10.195381164550781
185,Movella DOT,D4:22:CD:07:A7:43,3083395,0.6223243474960327,-0.0035243660677224398,0.00468068104237318,0.782737672328949,-0.11009012162685394,0.03024495393037796,10.202388763427734
185,Movella DOT,D4:22:CD:07:AA:FB,3083395,0.21990637481212616,0.011469392105937004,0.005164082627743483,0.9754398465156555,0.20787444710731506,0.13887536525726318,9.691505432128906
186,Movella DOT,D4:22:CD:07:AA:FB,3100062,0.21992073953151703,0.011481043882668018,0.005159501917660236,0.9754365086555481,0.19400979578495026,0.1462423950433731,9.686569213867188
186,Movella DOT,D4:22:CD:07:A7:43,3100062,0.6223419904708862,-0.0035248082131147385,0.0046785022132098675,0.7827236652374268,-0.10029318928718567,0.023084795102477074,10.213252067565918
187,Movella DOT,D4:22:CD:07:AA:FB,3116729,0.2199430763721466,0.011485894210636616,0.00515091372653842,0.975431501865387,0.20202390849590302,0.15455743670463562,9.68794059753418
187,Movella DOT,D4:22:CD:07:A7:43,3116729,0.6223497986793518,-0.0035281844902783632,0.004683187697082758,0.7827174663543701,-0.11336933076381683,0.04396573081612587,10.168899536132812
188,Movella DOT,D4:22:CD:07:A7:43,3133396,0.6223773956298828,-0.0035233614034950733,0.00469191512092948,0.7826953530311584,-0.12331555038690567,0.04012772813439369,10.183365821838379
188,Movella DOT,D4:22:CD:07:AA:FB,3133396,0.2199040651321411,0.01148910727351904,0.005154217127710581,0.9754402041435242,0.21007637679576874,0.16957445442676544,9.697175025939941
189,Movella DOT,D4:22:CD:07:AA:FB,3150063,0.21991045773029327,0.011487867683172226,0.0051591587252914906,0.9754387736320496,0.19579362869262695,0.15010488033294678,9.693388938903809
189,Movella DOT,D4:22:CD:07:A7:43,3150063,0.6223942041397095,-0.003528435481712222,0.004703293554484844,0.7826818823814392,-0.11963041871786118,0.02471374347805977,10.173965454101562
190,Movella DOT,D4:22:CD:07:A7:43,3166730,0.6224223971366882,-0.0035310296807438135,0.004703568294644356,0.7826594710350037,-0.11172392964363098,0.021934835240244865,10.199502944946289
190,Movella DOT,D4:22:CD:07:AA:FB,3166730,0.219931960105896,0.011487903073430061,0.0051639690063893795,0.975433886051178,0.21767278015613556,0.14193065464496613,9.705913543701172
191,Movella DOT,D4:22:CD:07:AA:FB,3183397,0.21997198462486267,0.01150112971663475,0.005170294549316168,0.9754247069358826,0.19210077822208405,0.13948875665664673,9.671390533447266
191,Movella DOT,D4:22:CD:07:A7:43,3183397,0.622451901435852,-0.0035311647225171328,0.004698080942034721,0.7826359868049622,-0.10859353095293045,0.010450092144310474,10.201120376586914
192,Movella DOT,D4:22:CD:07:A7:43,3200064,0.6224566698074341,-0.003524225438013673,0.004702959209680557,0.7826321721076965,-0.10877213627099991,0.010466638021171093,10.208630561828613
192,Movella DOT,D4:22:CD:07:AA:FB,3200064,0.21998848021030426,0.011501527391374111,0.005161607638001442,0.9754210710525513,0.1835762858390808,0.12310908734798431,9.714667320251465
193,Movella DOT,D4:22:CD:07:AA:FB,3216731,0.2200125902891159,0.011510706506669521,0.005173690151423216,0.9754154682159424,0.18727335333824158,0.1404329091310501,9.692148208618164
193,Movella DOT,D4:22:CD:07:A7:43,3216731,0.6224899291992188,-0.0035206424072384834,0.004710173234343529,0.7826056480407715,-0.12803511321544647,0.008637477643787861,10.195683479309082
194,Movella DOT,D4:22:CD:07:A7:43,3233398,0.6225094795227051,-0.003530697198584676,0.004722689278423786,0.7825901508331299,-0.13004863262176514,0.01365526020526886,10.179555892944336
194,Movella DOT,D4:22:CD:07:AA:FB,3233398,0.22005435824394226,0.011520862579345703,0.005167586728930473,0.9754059314727783,0.18307417631149292,0.1357971876859665,9.669524192810059
195,Movella DOT,D4:22:CD:07:AA:FB,3250065,0.22003890573978424,0.011522140353918076,0.0051663839258253574,0.9754094481468201,0.1849396675825119,0.1409008651971817,9.679117202758789
195,Movella DOT,D4:22:CD:07:A7:43,3250065,0.6225304007530212,-0.00352492555975914,0.0047124712727963924,0.7825736403465271,-0.11464405804872513,0.020687749609351158,10.199044227600098
196,Movella DOT,D4:22:CD:07:A7:43,3266732,0.6225526928901672,-0.003527452703565359,0.004714791662991047,0.7825557589530945,-0.10035508871078491,0.02850407361984253,10.1929292678833
196,Movella DOT,D4:22:CD:07:AA:FB,3266732,0.22001826763153076,0.011525225825607777,0.005164268426597118,0.9754140377044678,0.2033988982439041,0.13518524169921875,9.705303192138672
197,Movella DOT,D4:22:CD:07:A7:43,3283399,0.6225695013999939,-0.0035273802932351828,0.0047239442355930805,0.7825422883033752,-0.10761230438947678,0.018325207754969597,10.204265594482422
197,Movella DOT,D4:22:CD:07:AA:FB,3283399,0.2200012505054474,0.01152053102850914,0.0051589165814220905,0.9754180312156677,0.2084132432937622,0.1236286461353302,9.681238174438477
198,Movella DOT,D4:22:CD:07:AA:FB,3300066,0.219974547624588,0.011522246524691582,0.005160218104720116,0.9754239320755005,0.21481427550315857,0.15750934183597565,9.675379753112793
198,Movella DOT,D4:22:CD:07:A7:43,3300066,0.6225894093513489,-0.0035356618463993073,0.004721238277852535,0.7825264930725098,-0.101956307888031,0.032191209495067596,10.192171096801758
199,Movella DOT,D4:22:CD:07:A7:43,3316733,0.6226252317428589,-0.0035282045137137175,0.004730893764644861,0.7824979424476624,-0.12746421992778778,0.046004679054021835,10.19675350189209
199,Movella DOT,D4:22:CD:07:AA:FB,3316733,0.21994860470294952,0.011514518409967422,0.00516235688701272,0.975429892539978,0.19292069971561432,0.15860718488693237,9.665023803710938
200,Movella DOT,D4:22:CD:07:AA:FB,3333400,0.2199387550354004,0.01152087189257145,0.005175750236958265,0.9754319787025452,0.17447221279144287,0.14960476756095886,9.671845436096191
200,Movella DOT,D4:22:CD:07:A7:43,3333400,0.6226444244384766,-0.0035289365332573652,0.00472725834697485,0.7824826240539551,-0.12731409072875977,0.029230177402496338,10.195791244506836
201,Movella DOT,D4:22:CD:07:A7:43,3350067,0.6226574778556824,-0.0035318746231496334,0.004733170382678509,0.7824723124504089,-0.12313660979270935,0.0034369954373687506,10.190945625305176
201,Movella DOT,D4:22:CD:07:AA:FB,3350067,0.2199562042951584,0.011521143838763237,0.005180501379072666,0.97542804479599,0.17508161067962646,0.14597941935062408,9.68031120300293
202,Movella DOT,D4:22:CD:07:AA:FB,3366734,0.21992935240268707,0.01151412446051836,0.005175086669623852,0.9754341840744019,0.18302544951438904,0.13783502578735352,9.66528606414795
202,Movella DOT,D4:22:CD:07:A7:43,3366734,0.6226643323898315,-0.003531606635078788,0.004735891241580248,0.7824668884277344,-0.11354673653841019,0.0003171700518578291,10.185588836669922
203,Movella DOT,D4:22:CD:07:AA:FB,3383401,0.21992911398410797,0.011515242047607899,0.005171247757971287,0.9754342436790466,0.19036051630973816,0.14826111495494843,9.666117668151855
203,Movella DOT,D4:22:CD:07:A7:43,3383401,0.622682511806488,-0.0035294508561491966,0.0047399201430380344,0.782452404499054,-0.10902926325798035,-0.005755580496042967,10.192150115966797
204,Movella DOT,D4:22:CD:07:A7:43,3400068,0.6227049231529236,-0.003534209681674838,0.004752232693135738,0.7824344038963318,-0.10493215173482895,0.029093442484736443,10.171717643737793
204,Movella DOT,D4:22:CD:07:AA:FB,3400068,0.2198493480682373,0.011525210924446583,0.005158152896910906,0.975452184677124,0.18644371628761292,0.13142748177051544,9.662447929382324
205,Movella DOT,D4:22:CD:07:AA:FB,3416735,0.2198697328567505,0.011522602289915085,0.00514248525723815,0.9754477143287659,0.18027858436107635,0.16323931515216827,9.683993339538574
205,Movella DOT,D4:22:CD:07:A7:43,3416735,0.6227118968963623,-0.003542628837749362,0.004761999472975731,0.7824287414550781,-0.12612037360668182,0.015700852498412132,10.186558723449707
206,Movella DOT,D4:22:CD:07:A7:43,3433402,0.6227350234985352,-0.0035348432138562202,0.004773568361997604,0.7824103832244873,-0.11545566469430923,0.02457134798169136,10.184530258178711
206,Movella DOT,D4:22:CD:07:AA:FB,3433402,0.21987731754779816,0.011515967547893524,0.005140951368957758,0.9754461050033569,0.17692986130714417,0.13770680129528046,9.702156066894531
207,Movella DOT,D4:22:CD:07:AA:FB,3450069,0.21985286474227905,0.011518450453877449,0.005143603775650263,0.9754515886306763,0.19726593792438507,0.15416735410690308,9.705604553222656
207,Movella DOT,D4:22:CD:07:A7:43,3450069,0.6227365136146545,-0.0035550256725400686,0.004775346722453833,0.7824090719223022,-0.12494360655546188,0.025586992502212524,10.224664688110352
208,Movella DOT,D4:22:CD:07:A7:43,3466736,0.6227502822875977,-0.00355362007394433,0.0047762226313352585,0.7823981046676636,-0.10799155384302139,0.03690313547849655,10.184574127197266
208,Movella DOT,D4:22:CD:07:AA:FB,3466736,0.21979591250419617,0.011527922935783863,0.005149953067302704,0.9754642248153687,0.21876899898052216,0.14552658796310425,9.691291809082031
209,Movella DOT,D4:22:CD:07:AA:FB,3483403,0.21978877484798431,0.011531071737408638,0.005152348894625902,0.9754657745361328,0.20674195885658264,0.14763835072517395,9.670498847961426
209,Movella DOT,D4:22:CD:07:A7:43,3483403,0.6227628588676453,-0.003550302004441619,0.004780719988048077,0.7823880910873413,-0.09094071388244629,0.038204044103622437,10.190720558166504
210,Movella DOT,D4:22:CD:07:A7:43,3500070,0.6227858066558838,-0.0035408318508416414,0.0047821784391999245,0.7823697924613953,-0.12341364473104477,0.04300660267472267,10.198380470275879
210,Movella DOT,D4:22:CD:07:AA:FB,3500070,0.21977515518665314,0.011531181633472443,0.00515017518773675,0.9754688143730164,0.19132351875305176,0.13798926770687103,9.685281753540039
211,Movella DOT,D4:22:CD:07:AA:FB,3516737,0.21974672377109528,0.01153179444372654,0.005156971048563719,0.9754751324653625,0.1724974811077118,0.1477656215429306,9.681248664855957
211,Movella DOT,D4:22:CD:07:A7:43,3516737,0.6228018999099731,-0.003544072387740016,0.0047772228717803955,0.7823569774627686,-0.1244962140917778,0.00904360506683588,10.206887245178223
212,Movella DOT,D4:22:CD:07:A7:43,3533404,0.6228264570236206,-0.003543718019500375,0.004780161194503307,0.7823374271392822,-0.13380983471870422,0.00041925208643078804,10.200593948364258
212,Movella DOT,D4:22:CD:07:AA:FB,3533404,0.2197721302509308,0.011540431529283524,0.005155604798346758,0.9754694104194641,0.17883223295211792,0.13770100474357605,9.690974235534668
213,Movella DOT,D4:22:CD:07:AA:FB,3550071,0.2197488248348236,0.011542070657014847,0.005156767088919878,0.9754746556282043,0.20178088545799255,0.1432301551103592,9.681985855102539
213,Movella DOT,D4:22:CD:07:A7:43,3550071,0.6228430271148682,-0.0035364667419344187,0.004775838926434517,0.7823243141174316,-0.11323049664497375,0.006582512985914946,10.198301315307617
214,Movella DOT,D4:22:CD:07:A7:43,3566738,0.6228509545326233,-0.0035252561792731285,0.004771010018885136,0.782318115234375,-0.1119413822889328,0.0171378031373024,10.174405097961426
214,Movella DOT,D4:22:CD:07:AA:FB,3566738,0.2197420299053192,0.011545335873961449,0.005150779150426388,0.9754761457443237,0.1891666054725647,0.13527803122997284,9.648452758789062
215,Movella DOT,D4:22:CD:07:AA:FB,3583405,0.21972842514514923,0.011542756110429764,0.005149157252162695,0.975479245185852,0.20023681223392487,0.14587540924549103,9.679162979125977
215,Movella DOT,D4:22:CD:07:A7:43,3583405,0.6228649616241455,-0.003531071823090315,0.004765582736581564,0.7823070287704468,-0.11667333543300629,0.03269726037979126,10.218338012695312
216,Movella DOT,D4:22:CD:07:A7:43,3600072,0.6228718161582947,-0.0035396215971559286,0.004762760363519192,0.7823015451431274,-0.11586054414510727,0.037389691919088364,10.20982837677002
216,Movella DOT,D4:22:CD:07:AA:FB,3600072,0.2197057455778122,0.0115497512742877,0.005154966842383146,0.9754841923713684,0.2067468911409378,0.1550421267747879,9.69468879699707
217,Movella DOT,D4:22:CD:07:AA:FB,3616739,0.21969836950302124,0.011557475663721561,0.00515782181173563,0.9754858016967773,0.211276575922966,0.17812839150428772,9.664983749389648
217,Movella DOT,D4:22:CD:07:A7:43,3616739,0.6228839755058289,-0.0035357605665922165,0.004762732889503241,0.7822917103767395,-0.12185664474964142,0.025450900197029114,10.176539421081543
218,Movella DOT,D4:22:CD:07:A7:43,3633406,0.6229057908058167,-0.003535832976922393,0.004764907993376255,0.7822743058204651,-0.1209464967250824,0.027921313419938087,10.189393997192383
218,Movella DOT,D4:22:CD:07:AA:FB,3633406,0.21968486905097961,0.011561805382370949,0.005150145385414362,0.9754889011383057,0.1960214078426361,0.14519475400447845,9.677152633666992
219,Movella DOT,D4:22:CD:07:AA:FB,3650073,0.21967701613903046,0.011559965088963509,0.005156137514859438,0.9754906296730042,0.19386115670204163,0.12505027651786804,9.688982963562012
219,Movella DOT,D4:22:CD:07:A7:43,3650073,0.6229138970375061,-0.003517572535201907,0.00476616807281971,0.7822680473327637,-0.11950156092643738,0.022226538509130478,10.20939826965332
220,Movella DOT,D4:22:CD:07:A7:43,3666740,0.6229215264320374,-0.0035190749913454056,0.004770110361278057,0.7822619676589966,-0.10614458471536636,0.016620928421616554,10.195202827453613
220,Movella DOT,D4:22:CD:07:AA:FB,3666740,0.2196791172027588,0.011560846120119095,0.0051497784443199635,0.9754902720451355,0.195652574300766,0.13054680824279785,9.676677703857422
221,Movella DOT,D4:22:CD:07:AA:FB,3683407,0.21970659494400024,0.011563897132873535,0.005142800509929657,0.9754840135574341,0.19320380687713623,0.13574066758155823,9.680609703063965
221,Movella DOT,D4:22:CD:07:A7:43,3683407,0.6229187846183777,-0.0035279206931591034,0.004762186668813229,0.7822641730308533,-0.12300567328929901,0.00730590894818306,10.18381118774414
222,Movella DOT,D4:22:CD:07:A7:43,3700074,0.6229479312896729,-0.003524458035826683,0.0047661554999649525,0.7822409868240356,-0.14307710528373718,0.000977083807811141,10.188879013061523
222,Movella DOT,D4:22:CD:07:AA:FB,3700074,0.21968938410282135,0.011558972299098969,0.005149545148015022,0.9754878878593445,0.18783432245254517,0.13367778062820435,9.6824369430542
223,Movella DOT,D4:22:CD:07:AA:FB,3716741,0.21968510746955872,0.011564264073967934,0.005149356555193663,0.9754887819290161,0.1636793166399002,0.15368375182151794,9.67234992980957
223,Movella DOT,D4:22:CD:07:A7:43,3716741,0.6229499578475952,-0.003526058280840516,0.004758496303111315,0.7822393178939819,-0.1350732445716858,0.000897667370736599,10.191484451293945
224,Movella DOT,D4:22:CD:07:A7:43,3733408,0.6229676008224487,-0.003531827125698328,0.004754689987748861,0.7822253108024597,-0.12287784367799759,0.02049512416124344,10.19715404510498
224,Movella DOT,D4:22:CD:07:AA:FB,3733408,0.21963448822498322,0.011562942527234554,0.005160166881978512,0.9755001664161682,0.1793178766965866,0.13406221568584442,9.688763618469238
225,Movella DOT,D4:22:CD:07:AA:FB,3750075,0.21961452066898346,0.011555456556379795,0.005160200409591198,0.9755046367645264,0.17528462409973145,0.15273705124855042,9.672318458557129
225,Movella DOT,D4:22:CD:07:A7:43,3750075,0.6229788064956665,-0.003535342402756214,0.004752004519104958,0.7822163701057434,-0.1166410744190216,0.01658402383327484,10.17419719696045
226,Movella DOT,D4:22:CD:07:A7:43,3766742,0.6229922771453857,-0.003520914586260915,0.004753993824124336,0.7822057604789734,-0.10043776035308838,0.034105487167835236,10.228803634643555
226,Movella DOT,D4:22:CD:07:AA:FB,3766742,0.21960467100143433,0.011555441655218601,0.005166021175682545,0.9755068421363831,0.22918327152729034,0.13287393748760223,9.673596382141113
227,Movella DOT,D4:22:CD:07:AA:FB,3783409,0.2195120006799698,0.011555315926671028,0.005159980617463589,0.975527822971344,0.19880221784114838,0.1450025886297226,9.661405563354492
227,Movella DOT,D4:22:CD:07:A7:43,3783409,0.6230007410049438,-0.0035147436428815126,0.0047593009658157825,0.7821987867355347,-0.09155550599098206,0.037713173776865005,10.163277626037598
