device_tag,mac_address,timestamps,quaternions_0,quaternions_1,quaternions_2,quaternions_3,accelerations_0,accelerations_1,accelerations_2
Movella DOT,D4:22:CD:07:AA:FB,0,0.8114563822746277,0.013181929476559162,-0.0005343133816495538,0.5842639803886414,0.0,0.0,0.0
Movella DOT,D4:22:CD:07:A7:43,0,0.3134663701057434,-0.00040157383773475885,0.0005971286445856094,0.9495989680290222,0.0,0.0,0.0
Movella DOT,D4:22:CD:07:A7:43,16667,0.31369656324386597,-0.000691528373863548,0.0005056830705143511,0.949522852897644,-0.07413215190172195,-0.011376840993762016,10.19587516784668
Movella DOT,D4:22:CD:07:AA:FB,16667,0.8113799691200256,0.012800302356481552,-0.0007458057953044772,0.5843784809112549,0.12050392478704453,0.1363435536623001,9.69015884399414
Movella DOT,D4:22:CD:07:A7:43,33334,0.31372296810150146,-0.0011572892544791102,0.0003493948606774211,0.949513852596283,-0.08671867102384567,-0.014669583179056644,10.181523323059082
Movella DOT,D4:22:CD:07:AA:FB,33334,0.8109050393104553,0.01209308486431837,-0.0009363932767882943,0.5850522518157959,0.11442850530147552,0.1403355598449707,9.67196273803711
Movella DOT,D4:22:CD:07:AA:FB,50001,0.810670793056488,0.011464785784482956,-0.001056516426615417,0.5853890180587769,0.13779371976852417,0.16976164281368256,9.665162086486816
Movella DOT,D4:22:CD:07:A7:43,50001,0.3134539723396301,-0.0016937979962676764,0.00017314933938905597,0.9496018290519714,-0.06099417060613632,-0.004296981729567051,10.191567420959473
Movella DOT,D4:22:CD:07:AA:FB,66668,0.8106918931007385,0.011158623732626438,-0.001156035577878356,0.5853657722473145,0.13649986684322357,0.16106170415878296,9.68012523651123
Movella DOT,D4:22:CD:07:A7:43,66668,0.3135123550891876,-0.002071572933346033,1.747553687891923e-05,0.9495819211006165,-0.04840647056698799,0.015504383482038975,10.192278861999512
Movella DOT,D4:22:CD:07:A7:43,83335,0.313434362411499,-0.00230334117077291,-0.00010130079317605123,0.9496070146560669,-0.07426812499761581,-0.012196177616715431,10.168386459350586
Movella DOT,D4:22:CD:07:AA:FB,83335,0.8106335997581482,0.01098355557769537,-0.0012611900456249714,0.5854495167732239,0.13030052185058594,0.1448328197002411,9.680957794189453
Movella DOT,D4:22:CD:07:A7:43,100002,0.3133910000324249,-0.0025231274776160717,-0.00021804874995723367,0.9496209025382996,-0.08217556029558182,-0.0006624064408242702,10.178044319152832
Movella DOT,D4:22:CD:07:AA:FB,100002,0.8106204271316528,0.01084977388381958,-0.0013698332477360964,0.5854699611663818,0.12223599851131439,0.13169339299201965,9.674629211425781
Movella DOT,D4:22:CD:07:AA:FB,116669,0.8106815218925476,0.010714524425566196,-0.0014955999795347452,0.5853874087333679,0.15266405045986176,0.15227468311786652,9.688119888305664
Movella DOT,D4:22:CD:07:A7:43,116669,0.3134540915489197,-0.0027047900948673487,-0.0003352066851221025,0.94959956407547,-0.0708245187997818,-0.005415242165327072,10.17434310913086
Movella DOT,D4:22:CD:07:A7:43,133336,0.3133491277694702,-0.002842813730239868,-0.000457551097497344,0.9496336579322815,-0.02969743125140667,0.014463013969361782,10.17526626586914
Movella DOT,D4:22:CD:07:AA:FB,133336,0.8105742931365967,0.010660524480044842,-0.0016228723106905818,0.5855367183685303,0.1624986231327057,0.18795831501483917,9.66849422454834
Movella DOT,D4:22:CD:07:AA:FB,150003,0.8103885650634766,0.010674933902919292,-0.0017375086899846792,0.5857929587364197,0.14611458778381348,0.1843831092119217,9.666254997253418
Movella DOT,D4:22:CD:07:A7:43,150003,0.31337788701057434,-0.0029217610135674477,-0.0005687507800757885,0.9496239423751831,-0.028837360441684723,0.010305816307663918,10.188512802124023
Movella DOT,D4:22:CD:07:A7:43,166670,0.31339266896247864,-0.002951935166493058,-0.0006875750841572881,0.9496188163757324,-0.0445869117975235,0.014943879097700119,10.18609619140625
Movella DOT,D4:22:CD:07:AA:FB,166670,0.8103723526000977,0.010710043832659721,-0.0018387336749583483,0.5858144760131836,0.13458560407161713,0.16538116335868835,9.665989875793457
Movella DOT,D4:22:CD:07:A7:43,183337,0.3134521245956421,-0.002969978377223015,-0.0008129567722789943,0.9495990872383118,-0.06160814315080643,0.003651626408100128,10.192882537841797
Movella DOT,D4:22:CD:07:AA:FB,183337,0.8104501366615295,0.010737352073192596,-0.0019402052275836468,0.5857061147689819,0.12273650616407394,0.14943625032901764,9.673334121704102
Movella DOT,D4:22:CD:07:AA:FB,200004,0.8104122281074524,0.010758484713733196,-0.0020230156369507313,0.5857579708099365,0.1153843030333519,0.12318529188632965,9.67224407196045
Movella DOT,D4:22:CD:07:A7:43,200004,0.3133205771446228,-0.002993046073243022,-0.0009268007124774158,0.9496423602104187,-0.06729736924171448,-0.003805215936154127,10.203072547912598
Movella DOT,D4:22:CD:07:A7:43,216671,0.3134099841117859,-0.0030144890770316124,-0.0010543367825448513,0.949612557888031,-0.07017768919467926,-0.005980385467410088,10.183837890625
Movella DOT,D4:22:CD:07:AA:FB,216671,0.8104543089866638,0.01074973028153181,-0.0021184810902923346,0.5856995582580566,0.12656813859939575,0.14930018782615662,9.675161361694336
Movella DOT,D4:22:CD:07:AA:FB,233338,0.8104899525642395,0.010734540410339832,-0.002214824315160513,0.5856502056121826,0.1553325057029724,0.14344260096549988,9.67219352722168
Movella DOT,D4:22:CD:07:A7:43,233338,0.3133516311645508,-0.003053714521229267,-0.0011793770827353,0.9496315717697144,-0.049182213842868805,-0.026035932824015617,10.184012413024902
Movella DOT,D4:22:CD:07:A7:43,250005,0.313329815864563,-0.0030855739023536444,-0.0013215296203270555,0.9496385455131531,-0.054935522377491,-0.02092909812927246,10.164400100708008
Movella DOT,D4:22:CD:07:AA:FB,250005,0.810502290725708,0.01073838584125042,-0.0023203559685498476,0.5856325626373291,0.14774194359779358,0.1370215117931366,9.677155494689941
Movella DOT,D4:22:CD:07:AA:FB,266672,0.8104348182678223,0.010736964643001556,-0.002434158232063055,0.5857254266738892,0.14616850018501282,0.14544765651226044,9.670831680297852
Movella DOT,D4:22:CD:07:A7:43,266672,0.3132563531398773,-0.00311688962392509,-0.00146207504440099,0.9496625065803528,-0.05913575738668442,-0.016705533489584923,10.190506935119629
Movella DOT,D4:22:CD:07:A7:43,283339,0.31326666474342346,-0.003158038016408682,-0.001595746842212975,0.9496587514877319,-0.05309959501028061,-0.0017866147682070732,10.165776252746582
Movella DOT,D4:22:CD:07:AA:FB,283339,0.8104074001312256,0.01073212455958128,-0.002547919750213623,0.5857630968093872,0.14225320518016815,0.16093483567237854,9.67621898651123
Movella DOT,D4:22:CD:07:AA:FB,300006,0.8104109764099121,0.010724689811468124,-0.0026532651390880346,0.5857576727867126,0.14287683367729187,0.19006046652793884,9.677610397338867
Movella DOT,D4:22:CD:07:A7:43,300006,0.3132303059101105,-0.0031812097877264023,-0.001735855359584093,0.9496703147888184,-0.03856484219431877,0.00930140819400549,10.181046485900879
Movella DOT,D4:22:CD:07:A7:43,316673,0.31316646933555603,-0.0032041571103036404,-0.001883244956843555,0.9496909976005554,-0.04520352929830551,0.008899536915123463,10.180255889892578
Movella DOT,D4:22:CD:07:AA:FB,316673,0.8103368282318115,0.010726196691393852,-0.0027494262903928757,0.585860013961792,0.14317840337753296,0.16422711312770844,9.672673225402832
Movella DOT,D4:22:CD:07:AA:FB,333340,0.8103834390640259,0.010739488527178764,-0.0028579116333276033,0.5857946276664734,0.1328583061695099,0.15260069072246552,9.702004432678223
Movella DOT,D4:22:CD:07:A7:43,333340,0.3130388855934143,-0.003238525241613388,-0.0020210433285683393,0.9497327208518982,-0.05977124720811844,-0.012718625366687775,10.177382469177246
Movella DOT,D4:22:CD:07:A7:43,350007,0.31307661533355713,-0.0032709003426134586,-0.0021575307473540306,0.9497197866439819,-0.055577415972948074,0.00274462066590786,10.192041397094727
Movella DOT,D4:22:CD:07:AA:FB,350007,0.8103252649307251,0.010752500034868717,-0.002948925131931901,0.5858745574951172,0.1419307440519333,0.15733473002910614,9.67812442779541
Movella DOT,D4:22:CD:07:AA:FB,366674,0.8103649616241455,0.010768064297735691,-0.003048442769795656,0.585818886756897,0.1524272859096527,0.17249417304992676,9.676142692565918
Movella DOT,D4:22:CD:07:A7:43,366674,0.3130301833152771,-0.003284114645794034,-0.002298438921570778,0.9497347474098206,-0.05239107459783554,0.008501165546476841,10.179868698120117
Movella DOT,D4:22:CD:07:AA:FB,383341,0.8103232979774475,0.010785958729684353,-0.0031524542719125748,0.5858753323554993,0.14106211066246033,0.17453864216804504,9.679129600524902
Movella DOT,D4:22:CD:07:A7:43,383341,0.3131103515625,-0.0033040218986570835,-0.0024436565581709146,0.9497079253196716,-0.05697863921523094,-0.001234539900906384,10.184146881103516
Movella DOT,D4:22:CD:07:A7:43,400008,0.31320106983184814,-0.003328349208459258,-0.0025824783369898796,0.949677586555481,-0.055629927664995193,-0.009042063727974892,10.18230152130127
Movella DOT,D4:22:CD:07:AA:FB,400008,0.8103764057159424,0.01080519612878561,-0.003258644137531519,0.5858008861541748,0.14432507753372192,0.1477346420288086,9.701542854309082
Movella DOT,D4:22:CD:07:A7:43,416675,0.31316518783569336,-0.0033459418918937445,-0.002724418416619301,0.9496890306472778,-0.06843844801187515,-0.03174290433526039,10.187247276306152
Movella DOT,D4:22:CD:07:AA:FB,416675,0.8104115724563599,0.010821349918842316,-0.0033582919277250767,0.585751473903656,0.14921000599861145,0.12648266553878784,9.675902366638184
Movella DOT,D4:22:CD:07:A7:43,433342,0.3131473958492279,-0.0033770466689020395,-0.002881710883229971,0.9496942162513733,-0.04254522919654846,-0.03172210231423378,10.178070068359375
Movella DOT,D4:22:CD:07:AA:FB,433342,0.8105332851409912,0.010830704122781754,-0.0034555636812001467,0.5855823159217834,0.1597273200750351,0.1441427320241928,9.684016227722168
Movella DOT,D4:22:CD:07:AA:FB,450009,0.8106279969215393,0.010846619494259357,-0.003566040890291333,0.585450291633606,0.15612047910690308,0.1814713478088379,9.659631729125977
Movella DOT,D4:22:CD:07:A7:43,450009,0.3131939172744751,-0.003411313518881798,-0.003023304045200348,0.9496783018112183,-0.04072874039411545,-0.004228910431265831,10.170222282409668
Movella DOT,D4:22:CD:07:A7:43,466676,0.3132398724555969,-0.003434194019064307,-0.003164132824167609,0.9496626257896423,-0.02725215256214142,0.005457304418087006,10.160967826843262
Movella DOT,D4:22:CD:07:AA:FB,466676,0.8106897473335266,0.010863974690437317,-0.003671585116535425,0.5853638052940369,0.14443260431289673,0.17612841725349426,9.68680477142334
